2,start -11 -10 1 2 9 12 13 end , 7
6,start -11 -10 1 8 9 12 13 end , 7
1,start -11 -10 1 end , 3
8,start -11 -10 13 end , 3
1,start -11 -10 3 4 -9 end , 5
5,start -11 -10 3 4 13 end , 5
1,start -11 -10 3 4 5 6 7 12 13 end , 9
2,start -11 -10 3 4 5 6 7 end , 7
7,start -11 -10 3 4 5 end , 5
4,start -11 -10 3 4 9 end , 5
2,start -11 -10 3 8 9 end , 5
1,start -11 -10 5 -12 -13 6 7 end , 7
9,start -11 -10 5 12 13 end , 5
2,start -11 -10 5 6 -3 -2 -1 12 13 end , 9
1,start -11 -10 5 6 7 12 13 end , 7
1,start -11 -10 5 6 7 8 9 -4 13 end , 9
2,start -11 -10 5 6 7 8 9 12 13 end , 9
6,start -11 -10 5 6 7 end , 5
1,start -11 -10 5 6 9 end , 5
1,start -11 -10 5 end , 3
1,start -11 -10 7 -4 -3 -2 -1 12 13 end , 9
3,start -11 -10 7 -6 -1 12 13 end , 7
9,start -11 -10 7 12 13 end , 5
11,start -11 -10 7 8 9 end , 5
2,start -11 -10 9 -4 13 end , 5
1,start -11 -10 9 12 13 end , 5
1,start -11 -10 end , 2
5,start -11 -12 -7 -6 -5 end , 5
1,start -11 -12 1 -8 13 end , 5
1,start -11 -12 1 2 3 6 7 end , 7
3,start -11 -12 1 4 13 end , 5
4,start -11 -12 1 6 7 end , 5
1,start -11 -12 5 6 13 end , 5
38,start -11 -2 -1 12 13 end , 5
1,start -11 -2 -1 8 13 end , 5
2,start -11 -2 -9 -8 -3 10 -1 12 13 end , 9
2,start -11 -2 -9 -8 13 end , 5
2,start -11 -2 13 end , 3
1,start -11 -2 9 end , 3
3,start -11 -4 -3 -10 1 2 5 end , 7
17,start -11 -4 -3 -2 -1 12 13 end , 7
1,start -11 -4 -9 12 13 end , 5
10,start -11 -6 -1 12 13 end , 5
2,start -11 -6 -1 4 13 end , 5
8,start -11 -6 -5 -4 -3 -2 -1 12 13 end , 9
4,start -11 -6 -5 -4 -3 -2 -1 end , 7
6,start -11 -6 -5 -4 -3 end , 5
5,start -11 -6 -5 -4 13 end , 5
3,start -11 -6 -5 -8 13 end , 5
2,start -11 -6 -5 10 13 end , 5
16,start -11 -6 -5 12 13 end , 5
6,start -11 -6 -5 2 3 4 9 end , 7
7,start -11 -6 -5 2 3 end , 5
4,start -11 -6 1 12 13 end , 5
3,start -11 -6 13 -4 -3 -2 -1 12 -5 end , 9
2,start -11 -6 3 -10 -13 end , 5
2,start -11 -6 7 8 9 -2 -1 12 13 end , 9
3,start -11 -8 -5 -10 -9 12 13 end , 7
4,start -11 -8 -7 -6 -1 12 13 end , 7
2,start -11 -8 -7 -6 -5 end , 5
4,start -11 -8 -7 12 13 end , 5
4,start -11 -8 3 12 13 end , 5
2,start -11 -8 5 6 7 end , 5
1,start -11 -9 -8 -7 12 13 end , 6
1,start -11 10 -1 -2 -9 -2 -9 -8 13 end , 9
2,start -11 12 13 -10 1 2 3 end , 7
11,start -11 12 13 end , 3
1,start -11 12 9 10 1 2 3 8 13 end , 9
3,start -11 2 -1 12 13 end , 5
3,start -11 2 -9 -12 13 end , 5
1,start -11 2 3 4 -9 10 13 end , 7
2,start -11 2 3 4 5 12 13 end , 7
2,start -11 2 3 4 5 6 7 12 13 end , 9
1,start -11 2 5 6 13 end , 5
2,start -11 2 7 12 13 end , 5
1,start -11 2 7 8 13 end , 5
3,start -11 2 9 10 -1 12 13 end , 7
2,start -11 4 -1 12 13 end , 5
4,start -11 4 3 -10 -9 end , 5
4,start -11 4 5 10 13 end , 5
2,start -11 4 5 12 13 end , 5
3,start -11 4 5 2 2 3 -10 13 end , 8
2,start -11 4 5 2 3 -6 -1 12 13 end , 9
4,start -11 4 5 6 13 end , 5
3,start -11 4 5 6 7 12 13 end , 7
1,start -11 4 5 6 7 8 9 12 13 end , 9
8,start -11 4 5 6 7 end , 5
1,start -11 4 7 8 9 10 -1 12 13 end , 9
2,start -11 4 9 12 13 end , 5
8,start -11 6 7 12 13 end , 5
5,start -11 6 7 8 13 end , 5
1,start -11 6 7 8 9 10 13 end , 7
2,start -11 6 7 end , 3
2,start -11 8 -7 -6 -5 12 13 end , 7
1,start -11 8 9 -12 1 2 13 end , 7
3,start -11 8 9 10 13 end , 5
3,start -11 8 9 10 9 end , 5
1,start -11 8 9 12 13 end , 5
1,start -13 -1 end , 2
1,start -13 -10 -2 -1 end , 4
4,start -13 -10 -9 -8 -1 12 -11 end , 7
3,start -13 -10 -9 -8 -1 end , 5
1,start -13 -10 -9 -8 -7 -6 -11 12 -1 end , 9
2,start -13 -10 -9 -8 -7 -6 1 end , 7
1,start -13 -10 -9 -8 1 end , 5
3,start -13 -10 -9 12 5 end , 5
6,start -13 -10 1 8 9 end , 5
2,start -13 -10 3 4 9 12 -1 end , 7
2,start -13 -12 -1 10 11 end , 5
8,start -13 -12 -1 end , 3
1,start -13 -12 -11 -10 -1 -8 -7 -6 -9 end , 9
165,start -13 -12 -11 -10 -1 end , 5
7,start -13 -12 -11 -10 -11 -10 -9 end , 7
33,start -13 -12 -11 -10 -3 -2 -1 end , 7
7,start -13 -12 -11 -10 -5 -4 -1 end , 7
12,start -13 -12 -11 -10 -5 -4 -3 -2 -1 end , 9
47,start -13 -12 -11 -10 -5 end , 5
1,start -13 -12 -11 -10 -6 -1 end , 6
4,start -13 -12 -11 -10 -7 -6 -1 end , 7
3,start -13 -12 -11 -10 -7 -6 -5 end , 7
40,start -13 -12 -11 -10 -9 -2 -1 end , 7
6,start -13 -12 -11 -10 -9 -4 -3 -2 -1 end , 9
2,start -13 -12 -11 -10 -9 -6 -1 end , 7
38,start -13 -12 -11 -10 -9 -8 -1 end , 7
16,start -13 -12 -11 -10 -9 -8 -3 -2 -1 end , 9
7,start -13 -12 -11 -10 -9 -8 -7 -2 -1 end , 9
1,start -13 -12 -11 -10 -9 -8 -7 -2 -5 end , 9
11,start -13 -12 -11 -10 -9 -8 -7 -6 -1 end , 9
15,start -13 -12 -11 -10 -9 -8 -7 -6 -5 end , 9
59,start -13 -12 -11 -10 -9 -8 -7 end , 7
10,start -13 -12 -11 -10 -9 -8 7 end , 7
5,start -13 -12 -11 -10 -9 2 -1 end , 7
9,start -13 -12 -11 -10 -9 2 3 end , 7
6,start -13 -12 -11 -10 -9 8 -1 end , 7
115,start -13 -12 -11 -10 -9 end , 5
10,start -13 -12 -11 -10 1 end , 5
1,start -13 -12 -11 -10 3 -6 -1 4 -7 end , 9
2,start -13 -12 -11 -10 3 4 5 6 7 end , 9
3,start -13 -12 -11 -10 3 8 9 -2 -1 end , 9
16,start -13 -12 -11 -10 3 end , 5
4,start -13 -12 -11 -10 5 2 -1 end , 7
6,start -13 -12 -11 -10 5 end , 5
1,start -13 -12 -11 -10 7 end , 5
12,start -13 -12 -11 -10 9 end , 5
1,start -13 -12 -11 -10 end , 4
102,start -13 -12 -11 -2 -1 end , 5
1,start -13 -12 -11 -2 1 end , 5
1,start -13 -12 -11 -4 -1 end , 5
31,start -13 -12 -11 -4 -3 -2 -1 end , 7
1,start -13 -12 -11 -4 -7 end , 5
17,start -13 -12 -11 -6 -1 end , 5
8,start -13 -12 -11 -6 -3 -2 -1 end , 7
5,start -13 -12 -11 -6 -5 -4 -3 -2 -1 end , 9
43,start -13 -12 -11 -6 -5 end , 5
5,start -13 -12 -11 -8 -1 end , 5
4,start -13 -12 -11 -8 -7 -2 -1 end , 7
1,start -13 -12 -11 -8 -7 -6 -1 end , 7
8,start -13 -12 -11 -8 -7 -6 -5 end , 7
2,start -13 -12 -11 10 -3 -2 -1 8 9 end , 9
2,start -13 -12 -11 2 -1 end , 5
7,start -13 -12 -11 2 3 4 5 end , 7
5,start -13 -12 -11 4 5 -2 -1 end , 7
1,start -13 -12 -11 4 5 -6 -1 end , 7
2,start -13 -12 -11 4 5 6 7 -2 -1 end , 9
1,start -13 -12 -11 4 5 end , 5
3,start -13 -12 -11 6 1 2 -7 end , 7
9,start -13 -12 -11 6 5 -10 3 end , 7
4,start -13 -12 -11 6 7 end , 5
1,start -13 -12 -11 8 -1 end , 5
4,start -13 -12 -11 8 9 10 -1 end , 7
8,start -13 -12 -11 8 9 end , 5
7,start -13 -12 -11 end , 3
79,start -13 -12 -3 -2 -1 end , 5
3,start -13 -12 -3 -2 1 end , 5
3,start -13 -12 -3 -6 -11 end , 5
2,start -13 -12 -3 -6 -5 -4 -7 -2 -1 end , 9
3,start -13 -12 -3 4 -5 end , 5
3,start -13 -12 -3 end , 3
2,start -13 -12 -5 -10 -9 -2 -3 end , 7
5,start -13 -12 -5 -4 -1 end , 5
18,start -13 -12 -5 -4 -3 -2 -1 end , 7
8,start -13 -12 -5 -4 -3 -2 11 end , 7
1,start -13 -12 -5 2 3 4 -1 end , 7
20,start -13 -12 -7 -2 -1 end , 5
3,start -13 -12 -7 -4 -3 -2 -1 end , 7
3,start -13 -12 -7 -4 -5 -6 -1 end , 7
10,start -13 -12 -7 -6 -1 end , 5
9,start -13 -12 -7 -6 -5 -4 -3 -2 -1 end , 9
30,start -13 -12 -7 -6 -5 end , 5
3,start -13 -12 -7 -6 1 2 3 4 5 end , 9
6,start -13 -12 -7 -6 1 end , 5
3,start -13 -12 -7 -6 5 end , 5
3,start -13 -12 -9 -8 -7 -6 -1 end , 7
3,start -13 -12 -9 -8 -7 -6 -5 -10 -11 end , 9
14,start -13 -12 1 10 11 end , 5
1,start -13 -12 1 2 11 end , 5
7,start -13 -12 1 2 3 6 7 end , 7
5,start -13 -12 1 2 3 end , 5
6,start -13 -12 1 2 9 10 11 end , 7
6,start -13 -12 1 4 5 6 7 end , 7
6,start -13 -12 1 8 -3 -2 -5 end , 7
2,start -13 -12 1 8 9 10 11 end , 7
1,start -13 -12 1 8 9 end , 5
2,start -13 -12 11 -2 -1 end , 5
2,start -13 -12 11 8 9 10 -7 -6 -5 end , 9
3,start -13 -12 3 -2 -1 end , 5
2,start -13 -12 3 -6 -1 end , 5
2,start -13 -12 3 -6 9 end , 5
8,start -13 -12 3 10 1 2 5 end , 7
4,start -13 -12 3 4 5 end , 5
12,start -13 -12 3 8 9 10 11 end , 7
2,start -13 -12 5 -2 -1 end , 5
4,start -13 -12 5 10 -1 end , 5
3,start -13 -12 5 6 -1 end , 5
2,start -13 -12 5 6 7 8 -1 end , 7
5,start -13 -12 5 8 -3 -2 -1 end , 7
2,start -13 -12 7 -2 -1 10 11 end , 7
1,start -13 -12 7 8 -5 end , 5
10,start -13 -12 9 10 1 6 11 end , 7
8,start -13 -12 9 10 11 end , 5
1,start -13 -12 9 end , 3
1,start -13 -2 -1 8 7 end , 5
2,start -13 -2 -1 end , 3
1,start -13 -2 -3 end , 3
1,start -13 -2 -5 end , 3
5,start -13 -2 7 8 5 -6 -1 end , 7
1,start -13 -4 -3 -12 -5 end , 5
49,start -13 -4 -3 -2 -1 end , 5
2,start -13 -4 -3 -2 1 end , 5
4,start -13 -4 -3 -2 7 10 11 end , 7
1,start -13 -4 -3 -6 5 end , 5
6,start -13 -4 -3 -8 -7 -6 -1 end , 7
2,start -13 -4 -3 -8 -7 -6 -5 -12 -11 end , 9
2,start -13 -4 -5 -12 -1 end , 5
2,start -13 -4 -9 -8 -1 end , 5
1,start -13 -4 1 end , 3
1,start -13 -6 -1 end , 3
1,start -13 -6 -3 -2 -1 end , 5
2,start -13 -6 -5 -12 11 end , 5
7,start -13 -6 -5 -4 -3 -2 -1 end , 7
4,start -13 -6 -5 -4 -3 -2 1 end , 7
4,start -13 -6 -5 -8 -3 -2 -1 end , 7
1,start -13 -6 -5 end , 3
16,start -13 -8 -3 -2 -1 end , 5
1,start -13 -8 -3 end , 3
4,start -13 -8 -7 -10 -5 end , 5
7,start -13 -8 -7 -2 -1 end , 5
4,start -13 -8 -7 -6 -1 -10 -9 -12 -11 end , 9
17,start -13 -8 -7 -6 -1 end , 5
1,start -13 -8 -7 -6 -5 -2 -1 end , 7
7,start -13 -8 -7 -6 -5 -4 -3 -2 -1 end , 9
10,start -13 -8 -7 -6 -5 end , 5
1,start -13 -8 -7 -6 9 end , 5
1,start -13 -8 -7 -7 end , 4
5,start -13 10 -1 4 5 end , 5
8,start -13 10 -11 8 9 -12 -1 end , 7
1,start -13 10 11 -4 -3 -2 -13 -12 1 end , 9
1,start -13 10 11 12 7 end , 5
1,start -13 10 11 end , 3
4,start -13 10 7 -12 -11 end , 5
1,start -13 11 12 13 end , 4
2,start -13 12 -3 -2 -1 end , 5
2,start -13 12 -7 -2 -1 end , 5
1,start -13 12 1 end , 3
1,start -13 2 -1 end , 3
5,start -13 2 -9 -6 1 -12 5 end , 7
1,start -13 2 -9 12 -1 end , 5
14,start -13 2 1 -12 -11 -4 3 end , 7
6,start -13 2 3 10 11 12 -1 end , 7
4,start -13 2 3 4 -1 end , 5
3,start -13 2 3 4 -9 end , 5
3,start -13 2 3 4 1 end , 5
1,start -13 2 3 4 5 12 -1 end , 7
1,start -13 2 3 4 5 end , 5
5,start -13 2 3 4 7 8 -1 end , 7
1,start -13 2 3 4 9 end , 5
3,start -13 2 3 8 9 end , 5
1,start -13 2 3 end , 3
1,start -13 2 end , 2
1,start -13 4 11 end , 3
3,start -13 4 5 12 3 -2 -1 end , 7
3,start -13 4 5 6 11 end , 5
4,start -13 4 5 6 7 -2 3 -12 -1 end , 9
4,start -13 4 5 6 7 end , 5
3,start -13 4 9 -2 -1 end , 5
4,start -13 4 9 2 3 end , 5
1,start -13 6 -1 end , 3
8,start -13 6 -11 -12 9 10 -5 end , 7
4,start -13 6 -7 -10 -9 -12 -11 end , 7
2,start -13 6 -9 -8 -7 6 -9 -8 -7 end , 9
1,start -13 6 -9 -8 -7 end , 5
4,start -13 6 11 12 -5 end , 5
1,start -13 6 5 -4 -1 end , 5
4,start -13 6 7 8 -3 -2 -1 end , 7
1,start -13 6 7 8 -5 -4 -3 -2 -1 end , 9
3,start -13 6 7 8 9 end , 5
3,start -13 8 -5 -4 -3 -2 -1 end , 7
8,start -13 8 9 -2 -1 end , 5
1,start -13 8 9 10 -1 end , 5
5,start -13 8 9 10 3 -2 -1 end , 7
7,start -13 8 9 12 -7 -6 -1 end , 7
1,start -13 end , 1
1,start -2 -5 -4 13 end , 4
1,start -2 13 end , 2
1,start -3 -10 -13 -12 -11 -2 -1 -8 9 end , 9
3,start -3 -10 -5 -2 13 end , 5
3,start -3 -10 -5 -4 -13 -12 -11 end , 7
1,start -3 -10 9 end , 3
3,start -3 -11 -4 9 12 13 end , 6
3,start -3 -12 -11 -10 13 end , 5
1,start -3 -12 -11 -2 -1 10 13 end , 7
3,start -3 -12 -11 -4 1 2 13 end , 7
4,start -3 -12 -9 4 13 end , 5
1,start -3 -12 1 2 13 end , 5
3,start -3 -12 5 10 11 end , 5
4,start -3 -2 -1 -12 11 -4 13 end , 7
1,start -3 -2 -1 -12 7 end , 5
1,start -3 -2 -1 -6 -5 end , 5
1,start -3 -2 -1 -6 13 end , 5
4,start -3 -2 -1 -6 5 end , 5
5,start -3 -2 -1 10 11 12 13 end , 7
15,start -3 -2 -1 12 13 end , 5
1,start -3 -2 -1 4 13 end , 5
2,start -3 -2 -1 4 5 6 7 end , 7
12,start -3 -2 -1 4 5 end , 5
5,start -3 -2 -1 6 7 12 13 end , 7
1,start -3 -2 -1 6 7 end , 5
4,start -3 -2 -1 8 13 end , 5
1,start -3 -2 -1 8 9 10 11 12 13 end , 9
3,start -3 -2 -1 8 9 10 11 end , 7
16,start -3 -2 -1 8 9 end , 5
8,start -3 -2 -1 end , 3
1,start -3 -2 -11 -10 13 end , 5
3,start -3 -2 -11 12 13 end , 5
2,start -3 -2 -13 -4 -1 end , 5
1,start -3 -2 -5 -11 -2 13 end , 6
2,start -3 -2 -5 -4 7 8 13 end , 7
2,start -3 -2 -5 12 13 end , 5
2,start -3 -2 -7 12 13 end , 5
2,start -3 -2 -9 -12 -11 -10 7 8 13 end , 9
8,start -3 -2 -9 -8 -7 end , 5
1,start -3 -2 -9 -8 13 end , 5
23,start -3 -2 11 12 13 end , 5
1,start -3 -2 13 12 -1 end , 5
4,start -3 -2 13 end , 3
6,start -3 -2 7 12 13 end , 5
1,start -3 -2 7 8 9 10 11 12 13 end , 9
3,start -3 -2 7 8 9 end , 5
3,start -3 -2 9 10 -7 8 -1 end , 7
4,start -3 -2 9 10 11 12 13 end , 7
2,start -3 -2 9 10 8 11 12 13 end , 8
2,start -3 -2 9 4 13 end , 5
1,start -3 -4 11 12 13 end , 5
1,start -3 -4 5 6 7 end , 5
2,start -3 -4 7 8 9 end , 5
1,start -3 -6 -5 -4 13 end , 5
2,start -3 -6 -5 -4 9 end , 5
3,start -3 -6 -5 8 9 end , 5
1,start -3 -6 -9 12 13 end , 5
2,start -3 -8 -7 -6 13 end , 5
5,start -3 -8 -7 2 11 12 13 end , 7
5,start -3 -8 -7 6 11 end , 5
11,start -3 10 -5 -4 -7 -6 11 end , 7
1,start -3 10 11 12 -1 4 13 end , 7
42,start -3 10 11 12 13 end , 5
1,start -3 10 11 6 -1 4 5 12 13 end , 9
2,start -3 10 11 6 13 end , 5
1,start -3 12 13 12 13 end , 5
4,start -3 12 13 end , 3
4,start -3 12 9 10 11 -2 -1 end , 7
1,start -3 12 9 10 13 end , 5
6,start -3 4 -11 -10 -9 -2 -1 end , 7
1,start -3 4 -11 -2 -1 end , 5
1,start -3 4 -7 12 13 end , 5
1,start -3 4 -9 6 13 10 5 end , 7
7,start -3 4 5 12 13 -2 -1 end , 7
1,start -3 6 11 12 13 end , 5
4,start -3 6 9 10 11 12 13 end , 7
1,start -3 8 -1 -2 9 10 11 12 13 end , 9
1,start -3 8 -1 12 13 end , 5
1,start -3 8 9 end , 3
3,start -4 -3 -2 -1 end , 4
1,start -4 -3 12 13 end , 4
1,start -4 -3 end , 2
1,start -5 -10 -13 4 -9 -8 3 -12 -11 end , 9
2,start -5 -10 -9 -8 -7 12 13 end , 7
3,start -5 -12 -11 -10 -9 -6 13 end , 7
1,start -5 -12 -11 -10 1 2 3 4 13 end , 9
2,start -5 -12 -11 -10 13 end , 5
2,start -5 -12 -11 -6 1 end , 5
2,start -5 -12 -11 -6 13 end , 5
1,start -5 -12 -11 -8 -7 -6 13 end , 7
2,start -5 -12 -11 4 13 end , 5
1,start -5 -12 -7 -6 -3 4 13 end , 7
1,start -5 -12 -7 -6 13 end , 5
1,start -5 -12 -7 10 13 end , 5
3,start -5 -12 1 2 3 4 13 end , 7
5,start -5 -12 7 8 11 end , 5
3,start -5 -2 -1 12 13 end , 5
1,start -5 -2 -1 6 13 end , 5
2,start -5 -2 -1 6 7 8 11 12 13 end , 9
5,start -5 -2 13 6 7 8 -1 end , 7
1,start -5 -2 13 end , 3
3,start -5 -2 9 -10 7 8 -1 -6 11 end , 9
3,start -5 -4 -1 -2 -9 end , 5
4,start -5 -4 -1 6 11 12 13 end , 7
5,start -5 -4 -1 6 7 -10 -9 end , 7
1,start -5 -4 -1 end , 3
2,start -5 -4 -11 -10 13 end , 5
5,start -5 -4 -11 -8 -7 end , 5
5,start -5 -4 -13 -12 -11 end , 5
9,start -5 -4 -13 -12 1 6 3 end , 7
5,start -5 -4 -13 -8 -7 2 3 end , 7
6,start -5 -4 -13 -8 3 end , 5
2,start -5 -4 -3 -12 -11 -10 -9 -8 -7 end , 9
6,start -5 -4 -3 -2 -1 -10 -9 end , 7
1,start -5 -4 -3 -2 -1 -10 11 12 13 end , 9
7,start -5 -4 -3 -2 -1 -6 13 end , 7
